# stem	genders(m,f,n)	kind — from Monier-Williams (CDSL), see scripts/import-mw.ts
अघटितघटित		adj
अघण्ट	m	noun
अघदेव	m	noun
अघन		adj
अघमर्षण	m	noun,adj
अघमार		adj
अघरिका	f	noun
अघरुद्		adj
अघर्म		adj
अघर्मधामन्	m	noun
अघल		adj
अघवत्		adj
अघविष		adj
अघशंस		adj
अघशंसहन्	m	noun
अघशंसिन्		adj
अघहरण	n	noun
अघहार	m	noun
अघा	f	noun
अघात	m	noun
अघातिन्		adj
अघातुक		adj
अघायु		adj
अघारिन्		adj
अघाश्व	m	noun,adj
अघासक		adj
अघासुर	m	noun
अघाहन्	n	noun
अघूर्ण		adj
अघृण		adj
अघृणिन्		adj
अघोदक	n	noun
अघोर	m	noun,adj
अघोरघण्ट	m	noun
अघोरघोरतर		adj
अघोरघोररूप	m	noun
अघोरचक्षुस्		adj
अघोरपथिन्	m	noun
अघोरप्रमाण	n	noun
अघोरा	f	noun
अघोष	m	noun,adj
अघोस्		ind
अघौघमर्षण		adj
अघ्नत्		adj
अघ्न्य	m	noun
अघ्न्यत्व	n	noun
अघ्न्या	f	noun
अघ्रेय		adj
अङ्क	m	noun
अङ्ककरण	n	noun
अङ्ककार	m	noun
अङ्कगत		adj
अङ्कच्छेद	m	noun
अङ्कतन्त्र	n	noun
अङ्कति	m	noun
अङ्कधारणा	f	noun
अङ्कन	n	noun,adj
अङ्कपरिवर्तन	n	noun
अङ्कपादव्रत	n	noun
अङ्कपाल	m	noun
अङ्कपालि	f	noun
अङ्कपाली	f	noun
अङ्कपाश	m	noun
अङ्कपाशव्यवहार	m	noun
अङ्कपाशाध्याय	m	noun
अङ्कबन्ध	m	noun
अङ्कभाज्		adj
अङ्कमुख	n	noun
अङ्कलक्षण	n	noun
अङ्कलोड्य	m	noun
अङ्कविद्या	f	noun
अङ्कस	n	noun
अङ्कसंज्ञा	f	noun
अङ्कस्	n	noun
अङ्काङ्क	n	noun
अङ्कार	m	noun
अङ्कावङ्क	n	noun
अङ्कावतार	m	noun
अङ्कास्य	n	noun
अङ्कित		adj
अङ्किनी	f	noun
अङ्किन्	m	noun,adj
अङ्की	f	noun
अङ्कुट	m	noun
अङ्कुप	n	noun
अङ्कुर	m	noun
अङ्कुरक	m	noun
अङ्कुरण	n	noun
अङ्कुरवत्		adj
अङ्कुरारोपण	n	noun
अङ्कुरित		adj
अङ्कुली	f	noun
अङ्कुश	m,n	noun
अङ्कुशग्रह	m	noun
अङ्कुशदुर्धर	m	noun
अङ्कुशा	f	noun
अङ्कुशित		adj
अङ्कुशिन्		adj
अङ्कुशी	f	noun
अङ्कूयत्		adj
अङ्कूर	m	noun
अङ्कूष	m,n	noun
अङ्कोट	m	noun
अङ्कोलिका	f	noun
अङ्कोल्लसार	m	noun
अङ्क्य	m	noun,adj
अङ्क्रि	f,m	noun
अङ्ग	m,n	noun,adj
अङ्गक	n	noun
अङ्गकर्तन	n	noun
अङ्गकर्मन्	f,n	noun
अङ्गकषाय	m	noun
अङ्गग्रह	m	noun
अङ्गज	m,n	noun,adj
अङ्गजनुस्	m	noun
अङ्गजा	f	noun
अङ्गजात		adj
अङ्गज्वर		adj
अङ्गण	n	noun
अङ्गता	f,n	noun
अङ्गति	m	noun
अङ्गद	m,n	noun
अङ्गदा	f	noun
अङ्गदिन्		adj
अङ्गदीय		adj
अङ्गद्वीप	m	noun
अङ्गन	n	noun
अङ्गना	f	noun
अङ्गनागण	m	noun
अङ्गनाजन	m	noun
अङ्गनाप्रिय	m	noun
अङ्गन्यास	m	noun
अङ्गपालि	f	noun
अङ्गप्रायश्चित्त	n	noun
अङ्गभ	m	noun
अङ्गभञ्जन	n	noun
अङ्गभू	m	noun
अङ्गभेद	m	noun,adj
अङ्गमन्त्र	m	noun
अङ्गमर्द	m	noun
अङ्गमर्ष	m	noun
अङ्गमर्षप्रशमन	n	noun
अङ्गमेजयत्व	n	noun
अङ्गयष्टि	f	noun
अङ्गयाग	m	noun
अङ्गरक्त	m	noun
अङ्गरक्षणी	f	noun
अङ्गराग	m	noun
अङ्गराज्	m	noun
अङ्गराज्य	n	noun
अङ्गरुह		adj
अङ्गरेज		adj
अङ्गलिपि	f	noun
अङ्गलोक	m	noun
अङ्गलोड्य	m	noun
अङ्गव	m	noun
अङ्गवाक्पाणिमत्		adj
अङ्गवाहक		adj
अङ्गविकृति	f	noun
अङ्गविक्षेप	m	noun
अङ्गविद्या	f	noun
अङ्गवैकृत	n	noun
अङ्गशस्		ind
अङ्गसंस्कार	f,m	noun
अङ्गसंहति	f	noun
अङ्गसंहिता	f	noun
अङ्गसङ्ग	m	noun
अङ्गसमाख्यायम्		ind
अङ्गस्	n	noun
अङ्गस्कन्ध	m	noun
अङ्गस्पर्श	m	noun
अङ्गस्फुरणविचार	m	noun
अङ्गहार	m	noun
अङ्गहीन	m	noun,adj
अङ्गाङ्गि		ind
अङ्गाङ्गिता	f	noun
अङ्गाङ्गिभाव	m	noun
अङ्गाङ्गिभावसंकर	m	noun
अङ्गाधिप	m	noun
अङ्गानुकूल		adj
अङ्गानुलेपन	n	noun
अङ्गापूर्व	n	noun
अङ्गार	m	noun
अङ्गारक	m,n	noun
अङ्गारकदिन	m	noun
अङ्गारकमणि	m	noun
अङ्गारकयन्त्र	n	noun
अङ्गारकर्मान्त	m	noun
अङ्गारकवार	m	noun
अङ्गारकारिन्	m	noun
अङ्गारकित		adj
अङ्गारकुष्ठक	m	noun
अङ्गारजीविका	f	noun
अङ्गारधानी	f	noun
अङ्गारपरिपाचित	n	noun
अङ्गारपर्ण	m	noun
अङ्गारपर्णी	f	noun
अङ्गारपात्री	f	noun
अङ्गारपुष्प	m	noun
अङ्गारमञ्जरी	f	noun
अङ्गारवर्ष	n	noun
अङ्गारवल्लरी	f	noun
अङ्गारवार	m	noun
अङ्गारशकटि	f	noun
अङ्गारशकटी	f	noun
अङ्गारसेतु	m	noun
अङ्गारावक्षयण	n	noun
अङ्गारावक्षेपण	n	noun
अङ्गारि	f	noun
अङ्गारिका	f	noun
अङ्गारित	n	noun,adj
अङ्गारिता	f	noun
अङ्गारिन्		adj
अङ्गारीय		adj
अङ्गार्या	f	noun
अङ्गिका	f	noun
अङ्गिन्		adj
अङ्गिर	m	noun
अङ्गिरःस्मृति	f	noun
अङ्गिरस	m	noun
अङ्गिरसामयन	n	noun
अङ्गिरस्	m	noun
अङ्गिरस्तम		adj
अङ्गिरस्वत्		adj
अङ्गिरोधामन्		adj
अङ्गिर्	m	noun
अङ्गीकरण	n	noun
अङ्गीकार	m	noun
अङ्गीकृत		adj
अङ्गीकृति	f	noun
अङ्गीय		adj
अङ्गु	f,m	noun
अङ्गुरि	f	noun
अङ्गुरीय	m,n	noun
अङ्गुल	m	noun
अङ्गुलप्रमाण	n	noun,adj
अङ्गुलराजि	m	noun
अङ्गुलि	f	noun
अङ्गुलिका	f	noun
अङ्गुलिज	m	noun
अङ्गुलितोरण	n	noun
अङ्गुलित्र	n	noun
अङ्गुलित्रवत्		adj
अङ्गुलित्राण	n	noun
अङ्गुलिप्रणेजन	n	noun
अङ्गुलिप्राशन	n	noun
अङ्गुलिमात्र		adj
अङ्गुलिमुख	n	noun
अङ्गुलिमुद्रा	f	noun
अङ्गुलिमोटन	n	noun
अङ्गुलिवेष्टक	m,n	noun
अङ्गुलिषङ्ग	m	noun,adj
अङ्गुलिसंदेश	m	noun
अङ्गुलिस्फोटन	n	noun
अङ्गुलीग्रन्थि	m	noun
अङ्गुलीपञ्चक	n	noun
अङ्गुलीपर्वन्	n	noun
अङ्गुलीभङ्ग	m	noun
अङ्गुलीय	n	noun
अङ्गुलीवेष्ट	m	noun
अङ्गुलीसम्भूत	m	noun
अङ्गुल्यग्र	n	noun
अङ्गुष्ठ	m	noun
अङ्गुष्ठमात्र		adj
अङ्गुष्ठविभेदक	m	noun
अङ्गुष्ठिका	f	noun
अङ्गुष्ठ्य	m	noun
अङ्गूष	m	noun
अङ्गेश्वर	m	noun
अङ्गेष्ठा		adj
अङ्गोञ्छ	m,n	noun
अङ्गोषिन्		adj
अङ्ग्य		adj
अङ्घस्	n	noun
अङ्घारि	m	noun
अङ्घ्रि	m	noun
अङ्घ्रिनामक	m,n	noun
अङ्घ्रिप	m	noun
अङ्घ्रिपर्णी	f	noun
अङ्घ्रिपात	m	noun
अङ्घ्रिपान		adj
अङ्घ्रिसंधि	m	noun
अङ्घ्रिस्कन्ध	m	noun
अङ्घ्र्यवनेजन		adj
अङ्घ्र्यवनेजनत्व	n	noun
अचकृवस्		adj
अचक्र		adj
अचक्षुर्विषय		adj
अचक्षुष्क		adj
अचक्षुष्ट्व	n	noun
अचक्षुस्	n	noun,adj
अचण्ड		adj
अचण्डमरीचि	m	noun
अचण्डी	f	noun
अचतुर		adj
अचन्द्र		adj
अचपल		adj
अचर		adj
अचरण	n	noun,adj
अचरणीय		adj
अचरम		adj
अचरमवयस्	n	noun
अचरित	n	noun
अचरिष्यत्		adj
अचर्मक		adj
अचल	m	noun,adj
अचलकीला	f	noun
अचलत्विष्	m	noun
अचलधृति	f	noun
अचलपुर	n	noun
अचलभ्रातृ	m	noun
अचलमति	m	noun
अचलश्रेष्ठ	m	noun
अचला	f	noun
अचलाधिप	m	noun
अचलासप्तमी	f	noun
अचाक्रिक		adj
अचाक्रिकता	f	noun
अचापल्य	n	noun
अचारु		adj
अचित		adj
अचित्	f	noun,adj
अचित्त		adj
अचित्तपाजस्	m	noun
अचित्ति	f	noun
अचित्र	n	noun,adj
अचिन्ता	f	noun
अचिन्तित		adj
अचिन्त्य	m	noun,adj
अचिन्त्यकर्मन्		adj
अचिन्त्यरूप		adj
अचिर		adj
अचिरद्युति	f	noun
अचिरप्रसूता	f	noun
अचिरभास्	f	noun
अचिरमृत		adj
अचिरम्		ind
अचिररोचिस्	f,m	noun
अचिरा	f	noun
अचिरात्		ind
अचिरेण		ind
अचिरोढा	f	noun
अचिष्टु		adj
अचेतन		adj
अचेतस्		adj
अचेतान		adj
अचेष्ट		adj
